
'SRNPBN2PIO37', 'C',
'KS51MN41UX1U', 'D',
'WZHNAD062ZOV', 'D',
'QWVVH9ZG4HWL', '0',
'YPF9NW2OWJGJ', '0',
'AR4GSAR0W3O8', 'D',
'B2G96BYJ1509', '0',
'URV04OZK4H28', '0',
'10QGQH56MJ54', '0',
'XW34FTS2L0XN', 'D',
'Y3DMR6YDT54N', '0',
'IA8N2KQTZFKH', 'D',
'26JDYY3TQ7R2', '0',
'V1GP0GMIUX7N', 'D',
'9T5HN2YGWMAU', 'D',
'FZAXFWVFI9ZV', 'D',
'SPUXI9S1WME9', '0',
'XJY8IYZ8EKCI', 'C',
'KYUD3WMUTQ5R', '0',
'1TQYJFZR4U25', 'D',
'FVTTI9J0Q7O6', '0',
'3G4GARA9R0M8', '0',
'VRRYZ6WWZGRI', 'B',
'E10RJE3S412Z', 'D',
'8LXZZNJCDC71', 'D',
'OIP9HD00JG87', 'D',
'5W4QL8K60C8H', '0',
'CFXVSMU35ABT', '0',
'O9806XZGEBJR', 'D',
'6Z76XY9231OC', 'C',
'8OQO2CZFPO2Y', 'D',
'KIRPXOBGL6E0', '0',
'HXAMEC3K03PU', '0',
'N2XN9KT7VBC9', 'D',
'4VCSZ9EQEXS3', 'D',
'MI9C1CB4K6X2', '0',
'ORYRJ3V5RMNU', 'D',
'3DPZM0R6GFDG', '0',
'5E7PTR25WZ9Y', '0',
'YN42JYXZWDPR', 'D',
'X6DPTZVQ2MV9', '0',
'518R266DRJ3K', '0',
'RP9TWVOCU7TZ', '0',
'MD4KVDOLZP6R', '0',
'MXYGM77T7CKK', '0',
'VJ98RWEL0IZV', '0',
'2XBLI4MCP5LL', '0',
'PYA4J2HX4QX9', 'D',
'00JFSJZ6KZMH', '0',
'L58M0YS7IQS1', 'D',
'YN4FS4HJ2U7Y', 'D',
'4C4TEZYOONF6', '0',
'0E8EFYGS71ZL', '0',
'TQGT7HC9Z7QE', '0',
'BNQF5AQMIW42', 'C',
'GVFM7UXONLIM', '0',
'CVMTNBZFEIB5', 'D',
'B4NNLCM1WX5L', 'D',
'G9LYFK7KT5IT', 'D',
'FP20SOH0HZBD', '0',
'6D41EZANKRV1', '0',
'35KKEUAI3JY3', '0',
'H833SX9X2AUU', 'D',
'VW9M3H6ATDLH', '0',
'BP1N8Z9ZKPEL', '0',
'OXBWSH8G4EOY', '0',
'SSCH99CVDRBB', '0',
'KNX9OV3WHDZ0', '0',
'YJ6U2VW1YPYN', '0',
'YKYDVLBSK20W', 'D',
'CGUEJMI6RV0W', '0',
'7B45AAQEA3PU', '0',
'68F41M0GED2B', '0',
'V38UTLBGEW0R', 'D',
'SWQM9YTVKC2D', '0',
'J873PRFDOI3E', 'D',
'QK1J143CTZV4', '0',
'42HWN2NFC56A', '0',
'NG1BIYQ9332B', 'C',
'S32GMDK5UKQ6', '0',
'76NOFJNOBWRZ', '0',
'EP1J8FGMDTMF', '0',
'QEZF9X1CXNDX', 'D',
'8GFPQA5Y8F8J', '0',
'4LKH6773R1M8', '0',
'TSP98YT1ODFQ', 'D',
'IPRBPJBIY6Q4', '0',
'6K59AOB3TL44', '0',
'W6TU6RW4EZY7', 'D',
'I9AK10NH8ZV7', 'D',
'M4GKIG1UW6B3', '0',
'5KGCVDU982QD', 'D',
'LK4GY5ZW8ZTP', '0',
'7BSKFLSUHIMD', 'D',
'H97SGRZKVQZI', 'D',
'8K00GA3JD54Z', '0',
'N8GNZLJ1JIZ7', '0',
'S5HC0PE51G9K', 'D',
'I0YB1HY93ELE', '0',
'84MNKQRDF0C0', '0',
'899KOG8HAKBY', '0',
'TT27RF6M846R', '0',
'Y4NCKIQ8JBMF', 'D',
'10UN40E8EQBW', '0',
'R2S8L5RC17AI', '0',
'S0M1640W295R', '0',
'DBBW6V44KT2H', '0',
'EJW17A18IWW7', '0',
'C2FAL7FQWS0R', '0',
'5GE5CJQW9WQO', '0',
'DCMOLG4IKBDS', 'D',
'XW15GZ4SMKP0', '0',
'3OVAHBN7AFSF', 'D',
'J3B1WABPMQOR', '0',
'ASTZLENRQM95', '0',
'29PVTT7FP5UI', 'D',
'UAOPN4WCAK5M', '0',
'PBSQML3WX8JH', 'D',
'ELIIOGC3EEWH', 'C',
'HRGMDWZA66GA', '0',
'MM43LUTZ1YH8', 'D',
'31MEI86UDQ3N', 'D',
'29CLJ9K4CBG3', 'D',
'QAROJ22723D0', '0',
'CSDWDXFIR9G6', '0',
'SSHGALP0HSJH', 'C',
'0PRCH9GIBXR0', 'D',
'HK6KMQCN7PPR', '0',
'0I8TAA8H9GT5', '0',
'F31OFK4L4T8I', '0',
'1D98ZFSZE386', '0',
'205O4QYF6LEA', '0',
'LMARF7KFA8XP', 'B',
'68NXKUSBCSQB', 'D',
'H4Y2N6N2CHVG', '0',
'XL58Y5Z1VOTG', '0',
'VSVZ9Z1XUXLV', '0',
'05MIL9N3YHOE', '0',
'4W7WGQLBVY6P', '0',
'IH2RM2HTFCG8', 'D',
'581NU07JCTXK', '0',
'70D7O9FORSBX', '0',
'6SSZJJGVR4WH', 'D',
'W9NS5U2CH4MR', '0',
'UEIF2PBUH9ZL', 'D',
'85YZAHB63WMZ', '0',
'XLTP44ZEYIE3', '0',
'V50XTKF7H79W', '0',
'6CTW68EVNTS9', 'D',
'F7KYRM25XU16', '0',
'OSDSCDFHMYRA', '0',
'YL68H2RE53JK', 'D',
'51M3IKCOIC20', 'D',
'84904SYV7JOX', 'B',
'XWRKERP7VKDO', 'D',
'LQB0J3JUCH94', 'D',
'ZRJ8J9I11J19', '0',
'VU3PPPHEYQUG', '0',
'S55SKV7BO0CG', '0',
'NV5XO6V9VTS8', '0',
'0CP6LRT6D1R1', 'D',
'Q8YN539G8L9J', 'D',
'5S6Q25IWFBMN', '0',
'XHI0MZ8LLOUQ', '0',
'HEN72LLR0ZXV', '0',
'3THC8RDYNUVN', '0',
'VR4L04WPI5CP', 'D',
'M8XWTHM18CEY', '0',
'4PPAKD92YU6S', 'D',
'3MUX2DAVFABI', '0',
'53VY21902ZRR', '0',
'MWYE09O0KX8D', '0',
'YIA2TN8K9B6K', '0',
'XYCSUFOHEQG8', '0',
'PQR2F36LCB8U', '0',
'Z6ZKGHAYM5HG', 'D',
'78RG594GS7T5', '0',
'43JPZHKA1UVJ', 'D',
'5T4EF49YYF6A', '0',
'CQI1BQ8LFQ0N', 'D',
'BNMGOZVW4BPO', '0',
'T6DAGUHBL8QJ', 'D',
'TC691VLBDY9W', '0',
'P8OSZKT472WJ', 'C',
'33GMQR66C6LE', '0',
'5QIHEORERWQG', 'D',
'5ZZA5BTEOKTP', 'D',
'17RKPEKOMGTV', '0',
'5LRLUC6ZH2C2', '0',
'9SN27Z89MYP8', 'D',
'LINMEZAWJ76S', 'D',
'J1LW2Q6A9E1C', '0',
'URY6Z5EXN54Y', 'D',
'X2ZIQPYXWD7V', '0',
'PQ61GJVUDWGY', '0',
'YI2PRJ2HUFY0', '0',
'BW3C9ZJUCEY2', 'D',
'LYXFN47YEW19', '0',
'VDYL0NZR29TE', '0',
'JL8L8H7JT4BT', 'D',
'WZDGZQ0HGEZM', '0',
'EJDKQ10K4PZE', '0',
'TXIX78WA0BG2', 'C',
'TKRZV7KP7QI8', '0',
'RMEM8PBXGODW', 'D',
'WD7N21I0WECX', '0',
'AM2RTGVDFBQO', 'D',
'EK3U8DLR86A6', 'D',
'QQ71A058CO2C', '0',
'M6ZHJDXHCWLU', 'D',
'F7P92JNAJYKV', 'D',
'A944IW3KL566', '0',
'4MIMOZBTV7EC', '0',
'OJAHCXTZEQBQ', 'D',
'CN8EGK4BZIF5', 'D',
'KLOH5WCV36QJ', '0',
'X3VTXM8CU44F', 'D',
'KP1VKCXWD48P', 'D',
'VP5K792I1IIQ', 'D',
'92GVENWZQUH3', '0',
'DUT5QHSTCCV8', '0',
'W1BYYEACCT7D', 'D',
'VEUUSIFNH972', '0',
'EU5AJXIDVAC8', 'D',
'3Y128IGCSVYV', '0',
'7ZOC751S2A4Q', '0',
'BUYVPMC2DCQB', 'D',
'X66CJGUBP0J8', '0',
'M5ZMI9QJNAA0', 'D',
'0H61MODKGZCF', 'D',
'SEUVIEQR4XR2', 'D',
'L3AHQJI9V7H1', 'D',
'KW2Z31B6LIDX', '0',
'80MS28FRC6U7', '0',
'LSXTVL3WWBQR', 'D',
'BWP14SS2PKFB', '0',
'UOI8RBEYB9YL', '0',
'AJQ7KTPUC17M', 'D',
'GJGEHZ4LA8YR', '0',
'4FTPW0CMXLQ1', '0',
'W9VJBDJR7L3D', '0',
'9LR2K4Q0POX0', '0',
'T2RE0FOZQGT0', 'D',
'PSUI92HGK192', 'D',
'FZRJNSB3P986', 'D',
'BUL7KRN7554H', 'D',
'GILG9ANDSH1K', 'D',
'76CJ5O91NEBY', 'B',
'MH2X228MOBFN', 'D',
'QHMCKYONXQKE', '0',
'UBGHWLS3QJD2', '0',
'5365P86FWGKZ', '0',
'ILEK3GNG869I', '0',
'M4UA78R62SH7', '0',
'UU498SXQPJOC', '0',
'FVOPRYIM1ZJV', '0',
'4MXHAZAYYZ0I', 'D',
'V45CS1GFP5IC', 'D',
'TO6M1CFRBKRN', 'D',
'K1JG1B75NJHQ', '0',
'KUWR0U83NEGK', '0',
'61K91BOGX6KG', 'D',
'UNPZ1OY7FVV7', '0',
'MNU73P0TJCF0', '0',
'W8AMVCR9Q2VK', '0',
'XCPY94YUJ2ZR', 'D',
'6BDLNWZW45IS', '0',
'HZNJ4FZD8TDH', '0',
'SP18TIKAY43D', 'D',
'Y4UR7M2U07T6', 'D',
'VVB6N5EWV2MV', 'D',
'7395ZHOKXQ9O', 'D',
'SDR8K11N4FZR', 'D',
'OP7BFGCHI88Z', '0',
'DZX9P96Y78AI', '0',
'JLUX4REJUCE1', 'D',
'OG8LMSDGWGRG', '0',
'AR7M0IWPGXQR', '0',
'8HPPC5QXHXFH', '0',
'ABNLI9GJQ0YG', 'D',
'JL6GEQWMF1ZF', '0',
'ULX5Z95YR0MT', '0',
'1RUHRXN1DYBV', 'D',
'W3ZAJMG6VW75', 'D',
'64X1O5TSFYXJ', '0',
'TYYOT18KJEY9', '0',
'V7EFS550949Q', 'D',
'SZOOOLVI5VPM', 'D',
'BWG5HLQB9HHU', '0',
'3DDXUSZ3POME', 'D',
'QB4MKSJBKZPD', 'D',
'3YF9P0USX03B', 'D',
'LX6651FYXYTM', '0',
'OI0AZI314JW0', 'B',
'4Z2OJ8VE50S1', '0',
'L9K5GQXW6QMK', '0',
'K9V0TCURW9U3', 'D',
'3Z0YK1NALO9V', '0',
'FBEIFHCQIVIV', 'D',
'BKRD3YBKMJOD', 'D',
'2B15E2A27XV9', '0',
'0Z8YJRJ2WWRY', 'D',
'PMGVUUAW2KIX', '0',
'AZCFFWP4OSDZ', 'D',
'VRTMOVF8TOVI', 'D',
'85ZPFDABF7DO', 'D',
'ACGCA2O8A6OM', '0',
'VLUEUS50RGKF', 'D',
'JWDYV849ZOGZ', 'D',
'QNN3LMQUJBDF', '0',
'OQ5ZWB1AW09M', '0',
'PQ7GB9BK66G6', 'D',
'RWEGPF0J6KRB', '0',
'J1VRY4J6J2BK', 'D',
'OKE1GAOSQJPY', '0',
'RF7QY62DBET4', 'D',
'BVBFD6WIFS9F', '0',
'LRV34MX3SPB5', 'D',
'PZIJUQSL8XVZ', 'B',
'7U6Z7BKPSWFR', '0',
'CYAQFEBN8R07', '0',
'6VSSWISSRB8N', '0',
'3Q4OGOS8BNCB', '0',
'MA57IXL07338', 'D',
'T4RM75ZIOZ3L', 'D',
'XNTL3YA4FBQI', '0',
'60TNEE2M51J0', 'D',
'3HCES0TXOCOS', 'D',
'2NW2RHW13PC0', 'D',
'M061SP06CQQO', '0',
'Y5AIV6V1JJKT', '0',
'TQ9IXX7K6F8M', 'D',
'OKAF40DCPZGJ', 'D',
'U52M619G8OUI', 'D',
'5NPV6VLF9E5O', '0',
'OOJSZQ2G4MTP', '0',
'SIQXVC63LGK8', 'C',
'GZ2VYS85OV2N', '0',
'PC8IB8SI1PJN', '0',
'G7ABN1M3FGPA', 'D',
'MXZVY1VC7MAR', 'B',
'MP5W90Y8LAWZ', '0',
'80DPTLBDZYXQ', 'D',
'0IEA5CNGAU8N', 'D',
'BMX1W18J5FWS', 'D',
'G79GRLASMSIT', 'D',
'TMHD147ZO3BD', '0',
'1RLIWD623X17', '0',
'7WVQQU8EOYMT', '0',
'EX6NFU0CZ851', 'D',
'T6RIMUDKJJM2', '0',
'TEINCEYSF1J3', 'D',
'0FF308FZC36G', '0',
'WMPZFIRZPK8T', 'D',
'GPI706QBDIUK', '0',
'8Q31QNLXZMF3', '0',
'H3J7ALLCJGFR', '0',
'3S80VUWWXLGG', 'D',
'YVUNN0LFJ9BF', '0',
'37A7TQ022IMK', 'D',
'00D7W9TI8J82', '0',
'1WOL6Q07JI3F', 'D',
'Q62D75QBX3BA', '0',
'8BWT459ALDF3', 'D',
'E2G786F74YAR', 'D',
'SIO95FTPKQM6', 'D',
'S8XTTUWRC8WU', '0',
'Z72CU492IK74', '0',
'O2113YK1WYSS', 'D',
'31YHC843PASL', '0',
'4OUNP6CCJOW4', '0',
'ZZD4Y8J6T0QP', '0',
'I4P0M38G6E7P', '0',
'M5C8XY84R3RZ', 'B',
'XP63BTXXPFQL', 'D',
'F5O90QFPXTTX', '0',
'W3Q5442EC9W2', '0',
'H5Q24F3Z7P9G', 'D',
'CW53KSTPMQZZ', '0',
'A2UM9CEK0AGO', 'D',
'Q6YAGJKHRH2F', '0',
'BVFAXQUG3X57', 'D',
'03H2GLEGPW9S', '0',
'AKBEZQ9ZU2VN', 'D',
'5YT91H8RR5F9', 'D',
'QK8JTC5T4S87', '0',
'04NX0E59POKH', 'D',
'W043C5TMEARQ', '0',
'3LOMUN8F0NHX', '0',
'2HRBA7XCJHK1', 'D',
'K9JTN1RPILTH', 'D',
'EKRBO89ZA3R5', 'D',
'E0B7EJYW62JD', 'D',
'DW6M69WMKC13', 'D',
'6ECE6I8QWNQ7', '0',
'GOYKVBD2OPQY', '0',
'C121JL2IXUNL', 'D',
'D6MLNKUKJP10', '0',
'DQ8K9BI0OF01', 'D',
'R02EKH5PHE3Q', '0',
'YETIOCMDE0MS', 'D',
'FZYUAWKS81FU', 'D',
'T40XKBD97X23', 'D',
'T92SM3KSSTCU', 'D',
'TVM6B3BKP5M5', '0',
'UWCAX82G9M3A', '0',
'BZDFH9EIUCBS', 'D',
'SHPKL2RT3L3S', 'D',
'2OQE3NKGBDQC', '0',
'UYY7MTILMMF4', '0',
'3G9KOCUU5U1H', 'D',
'NA92C5K32QMS', 'D',
'W6FJV8XGOEBE', 'D',
'93KI2C62MHB8', 'D',
'QX6B9A6X11OW', '0',
'S6ISTJSQ6O34', 'D',
'J9L0586V1Y3A', 'D',
'58U1TW9UATHF', '0',
'E6K6UGI8MW88', 'D',
'0DTD1RHYB9Z7', 'D',
'48D9VNPOW0JJ', '0',
'V8EL41NZVKRY', 'D',
'2U31IX7OTWSH', 'D',
'1P0TZS8R2PDA', '0',
'GUZW2Z74QM1S', '0',
'FC5SN1LYEWEG', 'D',
'QGC044A7C4D9', 'D',
'IA6FB7AQXDHG', 'D',
'60O40P4FJC2P', 'D',
'4F242U1XEYKY', 'D',
'K190K1A109KV', '0',
'DQKV3P70W3Y4', 'D',
'DERYZZJGENCO', '0',
'P9UB7FHBNQUV', '0',
'MWREP5M50AQW', 'B',
'WRS1ORU1HL0Q', 'D',
'83N0IMCFPYOF', '0',
'M8VCMZXDTAQV', 'D',
'2Y38TSN350X9', '0',
'TUZCCCUW3IEJ', '0',
'1BY3HD826VJV', 'D',
'W3X10H5I4EJ6', 'D',
'L189JLL5Z8FT', 'B',
'PYF5FTIDU857', 'D',
'KOPW5P5Q95A6', 'D',
'S7PEH3SMJOBB', '0',
'HGNX2Z6CC9U7', 'D',
'VZ6VEMMOKYUV', '0',
'QVA2G7TF4RYG', 'D',
'G1D1142CTB00', '0',
'KSTVUQD8EZSS', 'D',
'HCTUTBVBKMNE', 'B',
'6UM66K8S0XNT', 'D',
'T8OTVJXY2TFP', '0',
'K2FZT25BQKC5', 'D',
'QML04YREVL9A', 'D',
'FCJDGLE9N6WA', '0',
'0UUQUGJZTR2X', 'C',
'K7NFBQHWBVJ3', 'D',
'XH92S9NFH36E', '0',
'88PT4N6RQES4', 'D',
'N4NNH8MW5MAJ', 'D',
'ST4G400CMZLN', 'D',
'IQU4B5ILZ2KO', 'D',
'6V14RKV2MVZQ', 'D',
'GLDBFQ41NTPR', '0',
'IT5KHO1E4VTK', 'C',
'M3BGXFIR1TG5', 'D',
'XCSG5HO9X60B', 'D',
'F9X3MNZVBTDJ', 'D',
'RZ58SCVQ8G2A', '0',
'YW2OCKBO5W1D', '0',
'L5N4XN5AEJTR', '0',
'KNSMTAQRRVSD', '0',
'VD527SEOQMZZ', '0',
'NHOUOY4WB3UV', 'C',
'9QQCLRBCY2PO', '0',
'OUNL0HUBT5EE', '0',
'OLUBV7FWUPO2', '0',
'PK7KQ4C5SSB5', '0',
'3TSQ3V0NQWKS', '0',
'UTHDX9M8TKDK', '0',
'U7UWGFDEI3XU', 'D',
'YC7048QMGN0S', '0',
'YNGJWTI0PQ7Q', 'D',
'XL7ZW17CQ6EC', 'D',
'F4E6OC95BKIR', '0',
'UXTZ0SP9OBSC', 'D',
'9RQ63T5PHWP6', '0',
'RPHRQNUS4OL0', '0',
'EN9GPAQH4CI8', '0',
'N1T49M9ZRVRM', '0',
'JT5QY95SZB52', 'D',
'F3A2X91C50RR', 'D',
'HNCQ74PNB0BX', '0',
'HUS7C3QNPKFJ', 'D',
'ZH3F3BSHL9DD', '0',
'LDCTPA0M594A', 'D',
'BJDT9QQFWXMV', '0',
'KANW9AAZWMUN', '0',
'UG6FH5JWOAUJ', 'D',
'MY1ZDODFUIMK', 'D',
'DZF1ERR6GECM', '0',
'6MAM9YHQLKBW', '0',
'OWGX79R6CWIP', 'D',
'7QHDDFCZERLW', 'D',
'HA8ZT7YAVK8W', '0',
'S7ZTIG6FMI60', 'D',
'H7HP9E3250F4', '0',
'7DB27U3C5PBG', 'D',
'OLOK6QA5XP5F', 'D',
'TVYSUAE9L2KP', 'D',
'K98WU4708YQC', '0',
'IXJLE0F6ZTPU', '0',
'S8EURZHUW6TL', 'D',
'DFY8HNTNPY7A', '0',
'WN3AAGOC32F7', '0',
'MADWYSBUZV2V', '0',
'Q8K00NMA4PPE', 'D',
'MT8YI5TA8DYO', '0',
'3QFQKM0SX9GT', 'D',
'6B8A1ALY84VF', 'D',
'FXFX1NBB1IGZ', 'D',
'M1SV7FHIL522', '0',
'E1CXXRR0F1LB', 'C',
'FXHRQ31GC19H', '0',
'BNGKUYSMX6HY', 'D',
'1UVO5EPKHP90', 'D',
'A94H7MTP6UYP', '0',
'I8NQDN4T3VRR', 'D',
'P3EXOAG8RV1T', '0',
'NZ6WAWG3N55V', '0',
'16K5GJPZJNEJ', 'D',
'DISK8QX3YWCA', 'D',
'ZAVVLRDKKZCC', 'D',
'6HPFH3CMHOJ5', 'D',
'DL97XUEJVRPN', 'D',
'S9GENZ07UPA8', 'D',
'WO7XOPXSCD69', '0',
'HHN8NR7QKL64', '0',
'ZXZKXOZZIFHZ', 'D',
'VZJKJ2XRZD2B', '0',
'QNZMOZFD3RJV', 'D',
'QS0V6D75353D', '0',
'45344MBH440H', 'D',
'2S534U4ZK3ST', '0',
'BIPTA70CC6JS', '0',
'4D7P67VTMAFL', 'D',
'IGU0YPRO6TKP', '0',
'JIMQ0P1ZL3IH', '0',
'R457SEIH7YBC', '0',
'5Z5O3Q39A582', '0',
'8TA62BXOEJ2O', '0',
'Z730SVKK9FC2', 'D',
'8P64F22VBJUO', 'D',
'PYAQ4THEKN7W', '0',
'8IH29Y7EW0T6', '0',
'KBUG90XZ8YR0', 'D',
'YCZH8SRBN0IT', 'D',
'4T6GQOP988PA', 'D',
'I1CMYNJILJLI', '0',
'2VFZLP8JJ9GS', '0',
'US83Y5K2UWX8', '0',
'0PTKMSPW5QWA', 'A',
'TQCELYGC1AFH', '0',
'7SVGZ57XN62F', 'D',
'NN0U1C6HTTNO', '0',
'J8IHPPQLYEMY', 'D',
'SPKSGYKN9EG3', '0',
'RLBBHP49Q8HP', '0',
'161M3DAJ6VHF', '0',
'ZO00JYUDXAG0', 'D',
'DPJ8TYS39ZVV', 'D',
'9SL7FDNWIYS7', 'D',
'1X4PB9QMSMUG', '0',
'IIPYJ724UK6K', '0',
'1JN5RVJN4KUG', 'D',
'7R610LVT5KX8', 'D',
'1PXKNR56KX77', '0',
'92ZRUTRKKUXZ', 'D',
'OVAYSZ8CNMB3', 'D',
'LW1AJCPGR4CE', '0',
'8OAEWQUT64A3', '0',
'XTFA4EGRZCOK', 'D',
'87YVULPC2ZT9', 'D',
'EYDZ3VK17WDO', 'D',
'5IY9W2FSNGBQ', '0',
'AQ3UPEUBP990', '0',
'ORQ387I2XI3U', 'D',
'1J3FMRWZ0IYN', 'D',
'3YPSAQXDDDQZ', '0',
'7C36HUHZT62X', 'D',
'4EV39W0XLIDQ', '0',
'VXDE767FFTVB', 'D',
'ID0O9P14NDGK', 'D',
'37O9SY6T29FB', '0',
'WSVMVTXJEIYN', '0',
'N0VFV9NHKXOY', 'D',
'LHYYT31DE7FO', '0',
'H035DWAI16YC', '0',
'R50IC23Y3MU0', '0',
'R8SWZUAG1CRP', '0',
'HJVG9628UENX', '0',
'9RD228OL67CR', '0',
'SG5OQVAFOKN3', 'D',
'2OAWFHSATRHG', 'D',
'MAE2NCACM51T', '0',
'ZDFTJ22J7YKM', '0',
'AGR5JAGG8EMC', '0',
'D629HC4G2T3I', '0',
'Y3K4PWT6RM4X', '0',
'1IJ6LMSQKJX8', '0',
'W9WHZ3JEOK5T', 'D',
'OVSKROGUIYV1', '0',
'PGPT3QCK6ZRU', '0',
'QVZ86Y1QWI0P', '0',
'S77139K1AU28', 'D',
'LQETI0YAQ9CL', 'D',
'82FT9S2JVVIZ', '0',
'MVCL3XBETOEH', '0',
'65FLMEEWJMOI', '0',
'DHLIYLXQ0635', '0',
'SCVM7GVJZSP3', 'D',
'7J2ZVBW2FR3A', '0',
'68MITGESNBPO', '0',
'NWE348XVWBOG', 'D',
'VP1CMAKWGWNF', '0',
'EHG3PNVUM6JW', '0',
'O08BYLC9Z6EF', 'D',
'BHNSC378NU75', '0',
'5R3CUFSB2K8U', 'D',
'3YG0TG4CR9YH', 'D',
'NZA5CURMZWSZ', 'D',
'N4XZEGPZ4PFP', '0',
'58UCKPV6VH58', 'D',
'7PH9E3P1GHCQ', 'D',
'1O1CFTP8PGAQ', 'D',
'ONIXDGH2KRBJ', 'D',
'N6TK9SGU5A3A', '0',
'DAXYVFQGVS2K', 'D',
'IKHEE25U38ST', 'D',
'G0D0NIUOW5I5', '0',
'JXABJM8IN3KM', 'D',
'V1CJBKBBF6D0', 'D',
'GGJN2NDI6SV8', '0',
'BW4VC1Q6KR5E', 'D',
'WSK4RDL8J4DR', 'D',
'VY7VKMNQE51X', 'D',
'QNOT72Z5PQJ1', '0',
'AUDU5WXZYERN', 'D',
'TT3MT5NXWXR3', 'D',
'KP1F144M00JD', 'D',
'H2JTVE9YGBCO', '0',
'Q1DPU4QMYU8B', '0',
'63ZWQ0LHO62Z', '0',
'7OQYRRUL43RE', 'D',
'LA4TUSU2S9VK', '0',
'G5BV840MOQ6D', '0',
'SUV3EUPM4R9M', 'D',
'2Y2L6XV5QHKB', '0',
'UNFTDC8X2053', 'D',
'IQOSN0GAWKDA', '0',
'7CPMT9V9V2YF', 'D',
'LUR7SL7JHN6Z', '0',
'SGU1VIEF770W', '0',
'UN2F9ENR02L4', '0',
'X7BQFW61JGBG', 'D',
'H9PN78JYWJGM', '0',
'11SCEASQLRBG', '0',
'3N6CB89E924B', '0',
'F9KJTLWPGE4U', '0',
'KLX4F4R9TO2I', 'D',
'1AOVSSV1W4LM', 'D',
'YBW17L4ER3KG', '0',
'04BTITKHYCZN', 'D',
'30KTAV5BAVDC', '0',
'FTAHB898C9AO', 'D',
'RTH71NNSU1Q1', 'D',
'EDKE03SFO0FU', 'D',
'KC6VD274Y4O2', '0',
'CJ43P5ONDKBF', 'D',
'HFOHJJB3L003', '0',
'O1D6L8LL54YV', '0',
'JOLV7VDJ0HXJ', 'D',
'8J7JVUN83J32', 'D',
'052IKY8LS2LA', 'B',
'P0A4YX5MHNVL', 'D',
'WYGQ7UE70A1S', '0',
'IAXJRPKX6MTP', '0',
'FPMMF02UEDAS', '0',
'YNJKEMAMJJD9', '0',
'P3SO8MP0HZ3P', '0',
'TRFG4VALDSGH', '0',
'L0Q3T9R3M0GL', 'D',
'RZXEZBMYO0IN', '0',
'EE0FWZ6AH8NC', 'D',
'26MBXBXZ6ZP0', 'D',
'KDAH3OJGBLBD', 'D',
'FCLF6DPV4I9T', 'D',
'7RBZK8FE992G', '0',
'ZNNGLPT3Z8J9', '0',
'1J71NCP6CC0D', 'D',
'T0IXF6VYNT7A', 'D',
'E05JAOYNGUWJ', 'D',
'ZPNI8X9VEHDO', '0',
'41EZENASQRTT', '0',
'26INBH3VYIVI', '0',
'2EL8Q3RZMJLX', '0',
'VJJJXLYQSMM2', '0',
'RWHI36DYUER7', 'D',
'1Z2L3JN17MMN', 'D',
'86SM8LN2VU7Q', 'D',
'2963X2X63EHI', '0',
'HEZWQK8O0KFB', '0',
'3LBWMOB2ZVX9', '0',
'JRYLHUHOU77Y', 'D',
'1STU0TTFTX6I', 'D',
'JQVZVHBTW3MT', '0',
'QX82UX76SUV5', '0',
'QQB6CRQL37VH', '0',
'N8TRPYJHLWX6', '0',
'81ZMH497OL3H', '0',
'396PSC5Y36RO', '0',
'UZEBZHH83YP8', 'D',
'5QSXS4E3NP6M', '0',
'1U5AMYYQLX20', 'D',
'RU03KCNV8JGG', 'D',
'G8LIA8JUZJOY', '0',
'TMJUA874G8HP', '0',
'APLE4XTJKEN7', '0',
'WTWOTVB2WCNG', '0',
'8QFLNN3CM6G0', '0',
'DU16ELR7VCHI', 'D',
'TVTEQ2EK8XXT', '0',
'ADHVQSV4XFVD', '0',
'JGCX7QQMBH7F', 'D',
'C4NLO9QS4XH9', '0',
'RIIW3VGRSV1M', '0',
'K7JVU1N4YOPQ', '0',
'3Q6BMLW9X03W', 'D',
'RESOFZWGS3KB', 'D',
'F8L8M7ZN1BZD', '0',
'NIVJZ6PSI7QY', 'D',
'CQCKZ7M2YBGK', '0',
'N0J820VIYG9X', 'D',
'4CG27MHYRG12', '0',
'J5OB06K7IUAS', '0',
'CF7FV6GO0RNW', '0',
'1JPGA9LSUY29', '0',
'9YLBAOXV0KZW', '0',
'I82II7S35XHS', '0',
'F5N6T41DMK3X', '0',
'934RUJN7JJD2', '0',
'7ML622R03DTU', 'D',
'0MAMU14G8BHS', '0',
'C03JZI5XOQ4U', 'D',
'LQ9D8UN0W7DV', 'D',
'UCBZUM4VF15O', '0',
'YF0S4D9K05LL', '0',
'WNB5J309EMHY', 'D',
'4ZQPV88ETOQS', 'D',
'IJYIXYU588R9', 'D',
'TWTJRGYV0D45', 'B',
'NKVO8VS0E711', '0',
'Q9E14XOK0Z7S', '0',
'DURV53B056GJ', 'D',
'NKCZ9YDAXQ0Y', '0',
'0BL4ULSN12HS', '0',
'MBF7KBC3IOH2', 'D',
'6KFRHC378BLJ', '0',
'OYOMFP7CIY5T', 'C',
'9SU455MZ9OKT', 'D',
'RXFD003K9AIZ', 'D',
'LOCUH6CFTKF7', 'D',
'C6FKN5CRD05C', '0',
'K4UJXV72GWXX', '0',
'9I8U9ZBATB8M', '0',
'5GO5F5XT6ZHE', '0',
'81SZ3M49SOX1', '0',
'YP9ULG549IM8', 'D',
